age,education_level,years_experience,skills_count,skills_match_ratio,previous_companies,salary_expectation,salary_fit,location_match,remote_compatibility,availability_urgency_ratio,experience_level_numeric,education_numeric,match_score,match_label,candidate_skills,required_skills,candidate_location,job_location,remote_work,remote_allowed,availability_days,urgency_days,salary_range_min,salary_range_max,required_experience
32,phd,9,8,0.0,1,82898.92559426275,0.3,1.0,1.0,1.0,1,4,0.552475185836224,poor_match,"time management,git,scikit-learn,numpy,teamwork,javascript,pandas,redis","docker,fastapi,node.js,kubernetes,data science",Salvador,São Paulo,True,True,83,144,37369,73283,junior
33,high_school,5,5,0.25,1,70924.48296345741,0.3,0.2,0.5,0.881578947368421,1,1,0.5673376153946597,poor_match,"problem solving,java,python,leadership,react","react,aws,django,machine learning",Belo Horizonte,Fortaleza,True,False,76,67,44938,62389,junior
56,master,28,13,0.5,1,194828.9806619236,0.3,0.2,0.5,0.3103448275862069,2,3,0.5437122537379274,poor_match,"adaptability,flask,pandas,problem solving,mongodb,javascript,python,redis,terraform,time management,kubernetes,docker,critical thinking","kubernetes,flask,mongodb,numpy,react,git",Manaus,Salvador,False,False,58,18,70905,99337,mid
35,bachelor,6,5,0.0,1,89114.25963400201,0.3,1.0,1.0,1.0,2,2,0.5600162689677958,poor_match,"react,problem solving,machine learning,redis,communication","fastapi,terraform,pandas,scikit-learn,django,sql",Belo Horizonte,Porto Alegre,True,True,86,163,63863,86299,mid
57,master,30,10,0.0,5,187485.39503400592,0.3,1.0,1.0,1.0,1,3,0.4577975961676951,poor_match,"adaptability,git,react,problem solving,java,data science,redis,terraform,pandas,docker","django,postgresql,python,scikit-learn",Belo Horizonte,Remote,True,True,65,154,48490,84748,junior
40,bachelor,12,7,0.2857142857142857,2,94333.81994164968,0.3,1.0,1.0,1.0,2,2,0.5719382028644371,poor_match,"java,communication,python,node.js,time management,mongodb,terraform","kubernetes,aws,sql,data science,java,mongodb,django",Curitiba,Belo Horizonte,True,True,28,83,73654,90762,mid
61,phd,34,7,0.5,2,201163.37165834985,0.3,0.2,0.5,1.0,2,4,0.5792529450733871,poor_match,"kubernetes,java,fastapi,scikit-learn,python,teamwork,docker","mongodb,python,kubernetes,machine learning",Porto Alegre,Rio de Janeiro,True,False,9,171,67329,88773,mid
38,bachelor,15,6,0.5,1,105876.48566851234,0.3,0.2,0.8,1.0,2,2,0.7839193858870128,good_match,"critical thinking,docker,fastapi,kubernetes,sql,terraform","terraform,postgresql,mongodb,docker",Curitiba,Salvador,False,True,7,73,68680,104340,mid
34,bachelor,10,9,0.0,3,68555.11092740932,1.0,1.0,1.0,1.0,2,2,0.7058285699449505,good_match,"django,problem solving,communication,aws,time management,machine learning,kubernetes,sql,creativity","numpy,flask,redis,terraform,scikit-learn,fastapi,data science",Salvador,Salvador,True,True,87,145,62321,90453,mid
27,high_school,2,4,0.0,1,47679.70233983121,1.0,1.0,1.0,1.0,1,1,0.6706410033799347,good_match,"teamwork,react,kubernetes,numpy","django,redis,python,terraform,sql",Belo Horizonte,Rio de Janeiro,True,True,31,144,47532,66045,junior
29,master,1,7,0.0,0,67307.8529270365,0.3,1.0,1.0,0.954954954954955,1,3,0.3178965546757797,poor_match,"pandas,django,teamwork,flask,java,node.js,docker","redis,git,react",Porto Alegre,Recife,True,True,111,106,36986,60112,junior
53,bachelor,28,9,0.2,1,150052.1817799588,0.3,0.2,0.5,1.0,1,2,0.591100379987397,poor_match,"sql,django,creativity,docker,teamwork,time management,flask,communication,leadership","terraform,javascript,sql,pandas,machine learning",Porto Alegre,Curitiba,True,False,106,132,46307,68597,junior
40,bachelor,11,3,0.0,5,107371.94174293327,1.0,1.0,1.0,1.0,3,2,0.5882298885048367,poor_match,"communication,git,machine learning","aws,fastapi,java,postgresql,python,javascript",Curitiba,Recife,True,True,33,92,102768,129294,senior
55,phd,29,3,0.3333333333333333,1,180963.24614508962,0.3,0.2,0.5,1.0,3,4,0.48905232679523913,poor_match,"machine learning,postgresql,terraform","machine learning,terraform,java,fastapi,mongodb,flask",Porto Alegre,Manaus,True,False,5,55,93759,119051,senior
28,bachelor,0,2,0.0,0,47254.44761388463,1.0,0.2,0.5,1.0,1,2,0.30410033623579097,poor_match,"communication,java","terraform,postgresql,javascript,machine learning",Manaus,Porto Alegre,True,False,13,114,35308,55747,junior
58,high_school,30,11,0.2857142857142857,2,155994.75825563393,0.3,0.2,0.5,1.0,2,1,0.5508913309591419,poor_match,"postgresql,aws,leadership,communication,git,python,docker,teamwork,django,fastapi,kubernetes","sql,java,terraform,python,data science,scikit-learn,docker",Porto Alegre,São Paulo,False,False,63,151,62196,88287,mid
50,master,23,9,0.5,3,147502.70126452218,0.3,0.2,0.5,1.0,1,3,0.6314836486228628,poor_match,"adaptability,java,mongodb,teamwork,flask,javascript,machine learning,fastapi,django","java,redis,machine learning,git",Manaus,São Paulo,True,False,24,62,48040,75862,junior
61,bachelor,38,13,0.7142857142857143,2,185789.73190906207,0.3,1.0,1.0,1.0,3,2,0.7795814504393737,good_match,"numpy,fastapi,leadership,communication,kubernetes,mongodb,pandas,terraform,java,scikit-learn,problem solving,postgresql,flask","pandas,git,kubernetes,mongodb,flask,numpy,react",Brasília,Manaus,True,True,100,167,100412,123124,senior
54,bachelor,29,11,0.25,2,155354.87876923184,0.3,1.0,1.0,1.0,2,2,0.6465469700201684,poor_match,"python,flask,adaptability,scikit-learn,numpy,problem solving,kubernetes,javascript,node.js,data science,terraform","docker,redis,machine learning,kubernetes",Recife,Recife,True,True,86,108,64980,88553,mid
52,bachelor,29,8,0.2,4,172298.21034498332,0.3,0.2,0.5,0.5652173913043478,2,2,0.5544500384959059,poor_match,"django,git,time management,redis,pandas,leadership,sql,postgresql","machine learning,flask,react,docker,git",São Paulo,Brasília,True,False,115,65,62371,100729,mid
26,bachelor,1,2,0.0,0,55753.21887723264,0.8,1.0,1.0,0.6712328767123288,4,2,0.2655366996522166,poor_match,"pandas,time management","postgresql,javascript,node.js,react,flask,java,python,docker",Porto Alegre,Belo Horizonte,True,True,73,49,136671,152211,lead
61,bachelor,38,13,0.4,3,206582.52977527137,0.3,1.0,0.5,1.0,2,2,0.696556781374883,good_match,"django,kubernetes,time management,pandas,aws,data science,scikit-learn,critical thinking,fastapi,adaptability,sql,communication,docker","react,docker,fastapi,postgresql,terraform",Manaus,Manaus,True,False,47,113,74857,112533,mid
64,bachelor,41,13,0.75,3,210986.12304467265,0.3,0.2,0.5,0.35135135135135137,2,2,0.7223906336094753,good_match,"javascript,java,django,node.js,kubernetes,docker,aws,pandas,mongodb,adaptability,data science,react,fastapi","django,numpy,react,fastapi",São Paulo,Rio de Janeiro,True,False,111,39,62558,100788,mid
23,master,0,6,0.2857142857142857,0,61928.64476940282,0.8,0.2,0.5,1.0,2,3,0.5614816204828859,poor_match,"flask,teamwork,django,critical thinking,numpy,data science","sql,pandas,flask,kubernetes,data science,machine learning,python",Brasília,Porto Alegre,True,False,57,167,68002,92893,mid
49,phd,21,6,0.0,2,159537.87908374605,0.3,0.2,0.5,0.5242718446601942,1,4,0.39459868542116217,poor_match,"time management,teamwork,sql,adaptability,flask,communication","numpy,docker,data science,redis",Salvador,Porto Alegre,True,False,103,54,45667,65490,junior
59,bachelor,37,12,0.3333333333333333,1,202108.1709540379,0.3,1.0,0.8,1.0,3,2,0.8368257940762901,good_match,"docker,react,django,data science,python,creativity,machine learning,adaptability,postgresql,javascript,communication,java","terraform,scikit-learn,data science,git,docker,aws",Curitiba,Curitiba,False,True,119,125,100763,116324,senior
23,high_school,0,7,0.6666666666666666,0,31300.17465510106,0.8,0.2,0.8,1.0,1,1,0.5078262141443693,poor_match,"adaptability,react,redis,docker,flask,django,data science","docker,redis,node.js",Brasília,Salvador,False,True,9,114,47411,78880,junior
32,bachelor,5,8,0.4,2,75210.76781961319,0.3,0.2,0.5,1.0,1,2,0.6026042384956889,poor_match,"time management,kubernetes,flask,data science,django,fastapi,creativity,adaptability","django,kubernetes,docker,scikit-learn,machine learning",Fortaleza,Recife,True,False,46,83,43645,65461,junior
44,bachelor,18,7,0.14285714285714285,1,121338.58488958007,1.0,0.2,0.5,1.0,3,2,0.6747525607969371,good_match,"leadership,docker,node.js,sql,react,aws,time management","flask,scikit-learn,python,data science,redis,aws,pandas",Fortaleza,Belo Horizonte,True,False,21,62,99593,125709,senior
58,bachelor,32,10,0.5,2,173854.1879671427,0.3,1.0,1.0,1.0,2,2,0.8134262062733171,good_match,"data science,teamwork,aws,terraform,critical thinking,communication,scikit-learn,pandas,react,numpy","postgresql,scikit-learn,flask,terraform",Curitiba,Recife,True,True,3,89,64929,88386,mid
52,bachelor,25,11,0.4,0,155359.07592172592,0.3,0.2,0.8,1.0,2,2,0.7014885318788783,good_match,"scikit-learn,sql,teamwork,terraform,flask,numpy,react,python,mongodb,docker,django","data science,numpy,flask,node.js,javascript",Salvador,Fortaleza,False,True,24,113,68562,104450,mid
38,bachelor,11,5,0.1111111111111111,2,101884.33739261092,0.8,1.0,1.0,1.0,3,2,0.5842729053707942,poor_match,"node.js,data science,docker,redis,python","postgresql,fastapi,java,javascript,aws,terraform,django,git,python",Brasília,Rio de Janeiro,True,True,62,144,102102,121347,senior
28,bachelor,0,3,0.14285714285714285,0,59485.34271780319,0.8,1.0,1.0,1.0,3,2,0.3666483887617329,poor_match,"mongodb,flask,docker","scikit-learn,postgresql,flask,pandas,data science,fastapi,javascript",Rio de Janeiro,Porto Alegre,True,True,80,174,103955,120308,senior
52,phd,26,10,0.25,2,172749.56191704416,0.3,1.0,1.0,0.4642857142857143,1,4,0.6733707328784071,good_match,"node.js,aws,react,teamwork,scikit-learn,sql,problem solving,leadership,docker,django","pandas,java,react,fastapi",Curitiba,Rio de Janeiro,True,True,84,39,46280,69740,junior
50,bachelor,26,12,0.5,2,154007.00468992497,0.3,0.2,0.5,0.34,3,2,0.5472640619816067,poor_match,"scikit-learn,javascript,data science,node.js,flask,time management,communication,mongodb,pandas,postgresql,terraform,kubernetes","kubernetes,postgresql,scikit-learn,java,redis,pandas,aws,python",Brasília,Fortaleza,True,False,100,34,101603,119091,senior
34,bachelor,7,5,0.2,2,75590.94699377644,1.0,0.2,0.5,1.0,2,2,0.45920749368192076,poor_match,"adaptability,redis,leadership,flask,pandas","java,django,javascript,flask,docker",Brasília,Salvador,True,False,2,156,60956,87396,mid
42,master,15,6,0.3333333333333333,2,120307.28516963872,0.3,0.2,0.8,1.0,2,3,0.5623836661426531,poor_match,"postgresql,data science,aws,redis,problem solving,git","kubernetes,mongodb,postgresql,machine learning,redis,python",Fortaleza,Brasília,False,True,81,111,64677,84142,mid
26,bachelor,0,5,0.0,0,46108.727290663584,1.0,0.2,0.5,0.631578947368421,1,2,0.28379803642343715,poor_match,"kubernetes,terraform,teamwork,docker,problem solving","javascript,flask,numpy,aws,fastapi",Salvador,Rio de Janeiro,True,False,76,48,43581,82697,junior
52,master,25,11,0.5555555555555556,2,157886.36295733464,0.3,0.2,0.5,1.0,3,3,0.7796987322064937,good_match,"scikit-learn,java,react,node.js,django,git,numpy,leadership,communication,sql,creativity","react,sql,redis,scikit-learn,javascript,node.js,numpy,flask,docker",Fortaleza,Belo Horizonte,True,False,70,142,97572,128027,senior
39,bachelor,16,8,0.3333333333333333,4,104547.4673671807,1.0,1.0,1.0,1.0,3,2,0.7712770016656888,good_match,"javascript,docker,time management,python,fastapi,communication,aws,leadership","pandas,django,docker,node.js,mongodb,python",Salvador,Remote,True,True,76,131,90941,110991,senior
28,bachelor,0,7,0.0,0,41026.82701640326,1.0,0.2,0.8,1.0,1,2,0.33617139169784704,poor_match,"flask,javascript,pandas,java,creativity,mongodb,scikit-learn","redis,fastapi,kubernetes",Rio de Janeiro,Manaus,False,True,22,155,37812,52856,junior
38,master,10,6,0.14285714285714285,1,89550.73839616837,0.8,0.2,0.8,1.0,3,3,0.6059979961876295,poor_match,"django,sql,terraform,scikit-learn,kubernetes,communication","numpy,redis,mongodb,docker,postgresql,javascript,kubernetes",Curitiba,Rio de Janeiro,False,True,99,173,92226,126903,senior
44,bachelor,18,5,0.2857142857142857,1,127758.91335077779,0.3,1.0,1.0,1.0,3,2,0.5627331566686489,poor_match,"postgresql,pandas,mongodb,kubernetes,javascript","javascript,flask,django,node.js,kubernetes,machine learning,react",Fortaleza,São Paulo,True,True,100,100,103279,124585,senior
59,bachelor,37,14,0.375,1,197050.32981909023,0.3,1.0,1.0,0.5,3,2,0.6258259882523404,poor_match,"pandas,git,postgresql,teamwork,terraform,communication,docker,node.js,flask,time management,creativity,machine learning,adaptability,aws","javascript,flask,fastapi,mongodb,git,redis,java,docker",Recife,Remote,True,True,106,53,104395,131786,senior
52,bachelor,26,10,0.3333333333333333,3,142594.52734742002,0.3,0.2,0.8,0.25,2,2,0.7017774838736788,good_match,"aws,pandas,javascript,kubernetes,redis,machine learning,fastapi,communication,java,creativity","redis,mongodb,flask,java,python,data science",Rio de Janeiro,Recife,False,True,92,23,64031,88346,mid
51,master,26,11,0.6,2,173894.9751481458,0.3,1.0,1.0,1.0,2,3,0.7334569365475613,good_match,"communication,python,numpy,git,sql,time management,machine learning,node.js,fastapi,java,terraform","node.js,mongodb,data science,python,sql",Porto Alegre,Porto Alegre,True,True,10,145,62220,82343,mid
22,bachelor,0,9,0.0,0,61901.58883083661,0.8,1.0,1.0,1.0,2,2,0.28309071498867455,poor_match,"react,communication,flask,pandas,java,mongodb,adaptability,git,machine learning","aws,node.js,python,sql,redis",São Paulo,Rio de Janeiro,True,True,30,145,63837,96906,mid
45,phd,18,8,0.16666666666666666,6,161283.0732634876,0.3,0.2,0.5,1.0,3,4,0.6169219116886498,poor_match,"aws,sql,terraform,critical thinking,flask,communication,problem solving,kubernetes","react,java,pandas,sql,git,postgresql",Curitiba,Fortaleza,True,False,19,145,94473,112668,senior
46,bachelor,20,7,0.2,5,126346.82221261843,0.3,0.2,0.5,1.0,1,2,0.6224551719272544,poor_match,"postgresql,docker,react,time management,terraform,data science,communication","react,python,pandas,kubernetes,django",Recife,Manaus,True,False,81,124,44857,76370,junior
39,phd,11,10,0.4,1,105874.80300164358,0.3,0.2,0.5,0.9428571428571428,2,4,0.619455278076007,poor_match,"git,react,javascript,teamwork,mongodb,machine learning,numpy,terraform,fastapi,critical thinking","node.js,fastapi,react,python,docker",Fortaleza,Manaus,True,False,105,99,62083,95153,mid
26,master,0,9,0.2,0,68306.84147922057,0.8,1.0,1.0,1.0,2,3,0.4917025096318513,poor_match,"aws,git,problem solving,flask,mongodb,javascript,python,teamwork,node.js","javascript,data science,redis,scikit-learn,kubernetes",Manaus,Remote,True,True,45,175,73882,105461,mid
40,phd,15,11,0.5,1,130744.17030577145,0.3,0.2,0.5,1.0,2,4,0.8203279650768134,good_match,"flask,machine learning,creativity,postgresql,react,redis,leadership,java,aws,scikit-learn,time management","kubernetes,java,docker,scikit-learn",São Paulo,Recife,False,False,100,132,62352,99511,mid
55,bachelor,29,10,0.0,4,169933.01891378587,0.3,1.0,0.8,1.0,1,2,0.37532286862340286,poor_match,"adaptability,mongodb,flask,numpy,terraform,django,pandas,creativity,python,time management","aws,node.js,react",São Paulo,Remote,False,True,10,55,46603,64575,junior
23,master,0,7,0.0,0,62242.253072304906,0.3,1.0,1.0,1.0,1,3,0.48574744145094984,poor_match,"git,sql,javascript,mongodb,leadership,terraform,flask","fastapi,node.js,aws,numpy",Porto Alegre,São Paulo,True,True,91,92,43065,61619,junior
52,bachelor,23,6,0.25,3,139629.024849974,0.3,1.0,1.0,1.0,3,2,0.6543433138900572,good_match,"node.js,django,fastapi,javascript,aws,creativity","python,mongodb,react,sql,postgresql,machine learning,django,fastapi",Recife,Recife,True,True,15,160,104927,126788,senior
28,master,3,4,0.0,1,67009.27801050192,1.0,0.2,0.8,1.0,1,3,0.5358432724618268,poor_match,"git,adaptability,teamwork,javascript","postgresql,kubernetes,data science",Curitiba,Manaus,False,True,27,156,48020,85908,junior
25,master,0,6,0.3333333333333333,0,61123.73580587885,1.0,0.2,0.5,1.0,1,3,0.6069366354685457,poor_match,"postgresql,node.js,numpy,react,data science,javascript","docker,java,node.js",Fortaleza,Rio de Janeiro,False,False,93,93,40970,63922,junior
63,master,38,11,0.0,2,201770.90636353765,0.3,1.0,1.0,1.0,2,3,0.5684866168206674,poor_match,"python,communication,kubernetes,node.js,critical thinking,react,postgresql,adaptability,git,django,teamwork","fastapi,aws,mongodb,java,flask,javascript",São Paulo,Remote,True,True,102,137,71599,92706,mid
42,bachelor,15,8,0.25,3,114662.12424694833,1.0,1.0,1.0,1.0,3,2,0.8282633418433858,good_match,"node.js,communication,redis,django,data science,fastapi,critical thinking,leadership","machine learning,mongodb,sql,docker,redis,react,terraform,django",Salvador,Manaus,True,True,77,120,94158,129003,senior
38,bachelor,13,8,0.3333333333333333,3,112933.97389355517,1.0,1.0,1.0,0.20833333333333334,3,2,0.7111347751840158,good_match,"teamwork,django,time management,aws,git,data science,machine learning,node.js","aws,kubernetes,django,fastapi,react,pandas",Rio de Janeiro,Manaus,True,True,96,20,104241,138175,senior
60,bachelor,31,12,0.42857142857142855,0,180318.6085633415,0.3,1.0,1.0,0.5714285714285714,2,2,0.6510308204969768,good_match,"mongodb,leadership,node.js,flask,git,teamwork,terraform,react,kubernetes,pandas,java,adaptability","javascript,git,pandas,node.js,fastapi,python,django",Brasília,Manaus,True,True,84,48,73008,88643,mid
43,master,19,8,0.25,2,146451.7255701637,0.3,1.0,1.0,1.0,3,3,0.6376167313684047,poor_match,"mongodb,git,flask,sql,pandas,fastapi,postgresql,aws","machine learning,scikit-learn,aws,docker,data science,redis,flask,python",Curitiba,Salvador,True,True,6,134,104063,135446,senior
53,master,27,7,0.2222222222222222,0,170815.68859366444,0.3,1.0,1.0,1.0,3,3,0.7212751354200148,good_match,"data science,redis,teamwork,leadership,kubernetes,git,pandas","machine learning,data science,scikit-learn,aws,numpy,terraform,django,redis,python",Fortaleza,Remote,True,True,71,104,96614,129519,senior
46,bachelor,22,10,0.4,0,140310.83319147708,0.8,1.0,1.0,1.0,4,2,0.888326894239985,good_match,"mongodb,postgresql,terraform,fastapi,flask,python,adaptability,scikit-learn,numpy,java","pandas,terraform,machine learning,javascript,numpy,data science,postgresql,react,scikit-learn,aws",São Paulo,Recife,True,True,46,116,143652,177236,lead
31,bachelor,9,4,0.0,3,83062.88691110657,1.0,0.2,0.5,1.0,2,2,0.5871754198796814,poor_match,"kubernetes,fastapi,teamwork,python","data science,git,machine learning,terraform",São Paulo,Fortaleza,False,False,2,84,67097,95262,mid
33,bachelor,11,12,0.5,4,101214.11750352227,0.3,1.0,0.8,0.367816091954023,2,2,0.7886755551389639,good_match,"flask,node.js,postgresql,teamwork,aws,time management,docker,communication,sql,fastapi,machine learning,kubernetes","mongodb,aws,postgresql,javascript",Porto Alegre,Remote,False,True,87,32,72404,91423,mid
42,bachelor,13,11,0.16666666666666666,0,122130.03535061398,0.3,0.2,0.5,1.0,2,2,0.5278517507312764,poor_match,"data science,node.js,adaptability,terraform,numpy,docker,teamwork,kubernetes,creativity,python,fastapi","kubernetes,javascript,java,aws,sql,mongodb",Rio de Janeiro,Salvador,True,False,94,169,62063,95467,mid
39,master,17,9,0.42857142857142855,4,135221.425141594,0.3,1.0,1.0,0.3287671232876712,2,3,0.7419265378108887,good_match,"mongodb,redis,git,leadership,docker,react,java,numpy,sql","flask,git,pandas,fastapi,aws,docker,sql",Salvador,Fortaleza,True,True,73,24,73722,101720,mid
54,bachelor,31,10,0.2727272727272727,3,173119.50278604322,0.3,0.2,0.5,1.0,4,2,0.690698119898265,good_match,"flask,docker,java,node.js,creativity,problem solving,mongodb,adaptability,teamwork,kubernetes","flask,fastapi,postgresql,javascript,scikit-learn,numpy,java,sql,git,pandas,kubernetes",Rio de Janeiro,Recife,True,False,82,141,134354,169191,lead
51,bachelor,26,11,0.0,2,164773.36381116588,0.3,1.0,0.5,0.6785714285714286,2,2,0.5656340274419761,poor_match,"time management,git,terraform,mongodb,communication,creativity,numpy,fastapi,scikit-learn,postgresql,teamwork","sql,java,django,machine learning,javascript",Porto Alegre,Porto Alegre,True,False,28,19,63016,89210,mid
40,bachelor,17,11,0.5,0,120742.78713663998,1.0,1.0,1.0,1.0,3,2,0.6915215979063536,good_match,"creativity,problem solving,django,kubernetes,adaptability,critical thinking,flask,teamwork,pandas,python,data science","pandas,django,python,redis,git,numpy",Porto Alegre,Manaus,True,True,16,68,104905,124590,senior
54,master,29,8,0.14285714285714285,1,175372.90640216487,0.3,1.0,1.0,0.14473684210526316,2,3,0.5504433269480584,poor_match,"scikit-learn,postgresql,teamwork,numpy,time management,flask,data science,machine learning","terraform,data science,react,python,kubernetes,javascript,django",Curitiba,Recife,True,True,76,11,72979,90188,mid
33,high_school,11,5,0.0,4,83550.2368091667,0.8,0.2,0.5,0.6888888888888889,3,1,0.34722511200301287,poor_match,"java,problem solving,numpy,flask,scikit-learn","pandas,machine learning,kubernetes,redis,mongodb,javascript,data science",Manaus,Fortaleza,True,False,45,31,104391,141101,senior
52,bachelor,29,13,0.25,2,166753.84517843346,0.3,1.0,1.0,1.0,2,2,0.7062103924398275,good_match,"docker,leadership,critical thinking,fastapi,terraform,numpy,node.js,data science,kubernetes,django,javascript,react,time management","react,machine learning,git,flask",Porto Alegre,Belo Horizonte,True,True,16,87,65274,98500,mid
60,bachelor,31,11,0.5,3,162809.38671870748,0.3,1.0,0.8,1.0,2,2,0.8121229939168242,good_match,"redis,terraform,scikit-learn,adaptability,numpy,postgresql,fastapi,sql,java,machine learning,mongodb","kubernetes,java,flask,scikit-learn",Belo Horizonte,Belo Horizonte,False,True,23,145,65057,103251,mid
42,master,15,8,0.25,2,123945.0725652451,0.3,1.0,1.0,1.0,2,3,0.7837407424581311,good_match,"postgresql,django,redis,leadership,terraform,fastapi,problem solving,numpy","postgresql,flask,java,docker",Salvador,Rio de Janeiro,True,True,8,87,73344,108476,mid
52,master,25,9,0.0,0,151032.47550669298,0.3,0.2,0.5,1.0,2,3,0.5349668858878245,poor_match,"data science,django,docker,java,node.js,machine learning,adaptability,postgresql,time management","javascript,sql,scikit-learn,python,react,terraform",Rio de Janeiro,Porto Alegre,True,False,18,154,63301,98803,mid
54,bachelor,26,12,0.5,1,148529.1183732285,0.3,0.2,0.5,1.0,3,2,0.6127808649930879,poor_match,"teamwork,communication,time management,postgresql,flask,leadership,fastapi,machine learning,redis,data science,problem solving,terraform","node.js,machine learning,flask,java,git,postgresql",São Paulo,Porto Alegre,True,False,26,44,100309,136534,senior
54,master,27,10,0.2222222222222222,1,163006.37751336326,0.3,0.2,0.8,0.8924731182795699,3,3,0.7142066329473337,good_match,"flask,teamwork,fastapi,django,machine learning,communication,sql,java,creativity,node.js","mongodb,java,data science,pandas,numpy,flask,python,redis,kubernetes",Belo Horizonte,Curitiba,False,True,93,83,104036,128784,senior
49,bachelor,20,10,0.3333333333333333,1,126577.32627425702,0.3,1.0,1.0,1.0,1,2,0.8646213972394201,good_match,"postgresql,critical thinking,machine learning,react,django,adaptability,data science,aws,leadership,numpy","javascript,numpy,mongodb",Brasília,Belo Horizonte,True,True,22,89,42914,80356,junior
64,high_school,36,10,0.4,1,184138.11103407285,0.3,1.0,1.0,1.0,2,1,0.5857047094562997,poor_match,"scikit-learn,time management,redis,git,pandas,critical thinking,numpy,leadership,communication,kubernetes","java,flask,docker,scikit-learn,redis",Rio de Janeiro,Remote,True,True,26,149,73808,99519,mid
57,bachelor,35,12,0.3333333333333333,1,188616.7886648154,0.3,0.2,0.5,1.0,2,2,0.5561503709537216,poor_match,"sql,critical thinking,django,creativity,mongodb,machine learning,teamwork,react,time management,postgresql,communication,git","pandas,node.js,javascript,mongodb,java,sql",Manaus,Belo Horizonte,True,False,6,96,67595,83019,mid
47,master,23,8,0.2857142857142857,3,153355.8483793649,0.3,1.0,1.0,0.5689655172413793,2,3,0.7057697462238218,good_match,"docker,git,postgresql,pandas,leadership,teamwork,aws,mongodb","mongodb,data science,java,terraform,flask,javascript,docker",Porto Alegre,Fortaleza,True,True,116,66,64827,101475,mid
60,bachelor,38,14,0.5,4,205132.22772955272,0.3,0.2,0.5,0.5058823529411764,2,2,0.6472397928968936,poor_match,"flask,critical thinking,fastapi,numpy,pandas,mongodb,problem solving,sql,machine learning,node.js,communication,teamwork,adaptability,terraform","aws,kubernetes,mongodb,pandas",Belo Horizonte,Rio de Janeiro,True,False,85,43,73723,111392,mid
45,bachelor,20,13,0.14285714285714285,2,131003.26943580675,0.3,0.2,0.5,1.0,2,2,0.7201927682028728,good_match,"node.js,leadership,time management,flask,creativity,kubernetes,critical thinking,adaptability,data science,postgresql,numpy,terraform,python","scikit-learn,java,redis,git,docker,numpy,sql",Fortaleza,Brasília,False,False,97,104,63319,88960,mid
28,master,1,6,0.0,0,57197.22321620616,0.8,1.0,1.0,1.0,2,3,0.3362936085288687,poor_match,"leadership,fastapi,node.js,terraform,scikit-learn,flask","mongodb,machine learning,python,redis",Salvador,Brasília,True,True,25,37,61634,90693,mid
33,high_school,7,4,0.2222222222222222,1,58145.130311424175,0.8,1.0,1.0,0.11842105263157894,3,1,0.48324883495714743,poor_match,"node.js,python,pandas,git","docker,react,data science,git,kubernetes,flask,python,java,aws",Brasília,Rio de Janeiro,True,True,76,9,102707,140182,senior
52,bachelor,25,8,0.5,4,157508.60874036426,0.3,0.2,0.8,1.0,2,2,0.6345243669383992,poor_match,"aws,kubernetes,react,node.js,problem solving,fastapi,python,pandas","pandas,java,redis,node.js",Belo Horizonte,São Paulo,False,True,86,106,69837,94379,mid
28,bachelor,5,5,0.5,2,82961.4679434511,0.3,1.0,1.0,1.0,1,2,0.7473549919395861,good_match,"sql,postgresql,mongodb,django,aws","node.js,mongodb,aws,docker",Recife,Salvador,True,True,30,48,37500,71677,junior
57,master,30,9,0.16666666666666666,0,178508.92588259443,0.3,0.2,0.8,1.0,3,3,0.7099917587575941,good_match,"docker,java,aws,sql,data science,critical thinking,mongodb,teamwork,machine learning","postgresql,git,docker,numpy,flask,node.js",Recife,Rio de Janeiro,False,True,47,144,103841,118965,senior
32,bachelor,4,6,0.14285714285714285,2,64215.00449744796,0.8,0.2,0.5,1.0,2,2,0.45397881328705897,poor_match,"pandas,flask,problem solving,numpy,adaptability,mongodb","scikit-learn,node.js,flask,sql,kubernetes,javascript,react",Belo Horizonte,Curitiba,False,False,21,173,69811,85086,mid
22,master,0,2,0.0,0,72732.00663518919,1.0,1.0,1.0,1.0,2,3,0.42912700490117267,poor_match,"critical thinking,mongodb","fastapi,sql,javascript,scikit-learn,redis",Salvador,Belo Horizonte,True,True,32,85,67202,86640,mid
22,high_school,0,3,0.0,0,45732.74921743315,0.8,1.0,1.0,0.8319327731092437,3,1,0.14771078816199057,poor_match,"sql,fastapi,kubernetes","react,aws,machine learning,flask,redis,docker",Fortaleza,Curitiba,True,True,119,99,98769,117678,senior
41,bachelor,13,9,0.4,3,100900.28984208789,0.3,1.0,1.0,1.0,2,2,0.7711612158467277,good_match,"flask,java,git,fastapi,pandas,adaptability,docker,javascript,python","kubernetes,machine learning,git,numpy,python",Recife,Remote,True,True,41,41,64780,84436,mid
63,bachelor,34,9,0.0,5,176360.33788946102,0.3,0.2,0.5,0.21428571428571427,2,2,0.5139164233033007,poor_match,"node.js,postgresql,flask,git,problem solving,critical thinking,kubernetes,terraform,javascript","django,machine learning,sql,java",Porto Alegre,São Paulo,False,False,42,9,60753,89628,mid
29,high_school,4,6,0.14285714285714285,0,57228.38843408137,0.8,1.0,0.5,0.4205607476635514,3,1,0.37495693398820645,poor_match,"git,react,problem solving,django,terraform,flask","machine learning,python,react,data science,docker,postgresql,fastapi",Brasília,Brasília,True,False,107,45,91005,124090,senior
